"1",1,975522.601436569,3385087.96573128
"2",1,975491.440008525,3388648.79246379
"3",1,975397.96526942,3392208.52848304
"4",1,975242.205851407,3395766.08340985
"5",1,975024.209464997,3399320.36753314
"6",1,974744.042884446,3402870.2921437
"7",1,974401.791927296,3406414.76986769
"8",1,973997.561428095,3409952.7149997
"9",1,973531.475206284,3413483.04383529
"10",1,973003.676028264,3417004.67500298
"11",1,972414.325563672,3420516.52979546
"12",1,971763.60433586,3424017.5325
"13",1,971051.711666592,3427506.61072799
"14",1,970278.865614999,3430982.69574336
"15",1,969445.302910781,3434444.72279
"16",1,968551.278881692,3437891.63141789
"17",1,967597.067375338,3441322.36580788
"18",1,966582.960675287,3444735.87509518
"19",1,965509.269411545,3448131.11369117
"20",1,964376.322465409,3451507.04160373
"21",1,963184.466868719,3454862.62475577
"22",1,961934.06769757,3458196.83530196
"23",1,960625.507960477,3461508.65194363
"24",1,959259.188481061,3464797.06024153
"25",1,957835.527775271,3468061.05292662
"26",1,956354.961923192,3471299.63020858
"27",1,954817.944435464,3474511.80008205
"28",1,953224.946114373,3477696.57863048
"29",1,951576.454909637,3480852.99032756
"30",1,949872.975768944,3483980.06833599
"31",1,948115.030483282,3487076.85480363
"32",1,946303.157527108,3490142.40115693
"33",1,944437.91189341,3493175.76839146
"34",1,942519.864923708,3496176.02735955
"35",1,940549.604133046,3499142.25905487
"36",1,938527.733030032,3502073.55489398
"37",1,936454.870931974,3504969.01699457
"38",1,934331.652775185,3507827.75845057
"39",1,932158.728920488,3510648.90360374
"40",1,929936.76495401,3513431.58831194
"41",1,927666.441483306,3516174.9602138
"42",1,925348.453928882,3518878.17898983
"43",1,922983.512311181,3521540.4166198
"44",1,920572.341033098,3524160.85763637
"45",1,918115.678658089,3526738.69937487
"46",1,915614.277683945,3529273.1522192
"47",1,913068.904312287,3531763.43984363
"48",1,910480.338213883,3534208.79945068
"49",1,907849.372289816,3536608.48200467
"50",1,905176.812428622,3538961.75246127
"51",1,902463.477259432,3541267.88999255
"52",1,899710.19790122,3543526.18820785
"53",1,896917.817708225,3545735.95537009
"54",1,894087.192011625,3547896.51460772
"55",1,891219.187857538,3550007.204122
"56",1,888314.683741441,3552067.37738975
"57",1,885374.569339077,3554076.40336135
"58",1,882399.74523394,3556033.66665408
"59",1,879391.122641419,3557938.56774057
"60",1,876349.623129683,3559790.5231325
"61",1,873276.178337398,3561588.96555925
"62",1,870171.729688356,3563333.34414173
"63",1,867037.22810311,3565023.12456109
"64",1,863873.633707698,3566657.78922238
"65",1,860681.915539545,3568236.83741311
"66",1,857463.051250644,3569759.78545661
"67",1,854218.026808087,3571226.16686019
"68",1,850947.836192058,3572635.53245803
"69",1,847653.481091364,3573987.45054878
"70",1,844335.970596614,3575281.50702776
"71",1,840996.320891119,3576517.30551382
"72",1,837635.554939633,3577694.46747077
"73",1,834254.702175004,3578812.63232331
"74",1,830854.798182852,3579871.45756749
"75",1,827436.884384359,3580870.6188756
"76",1,824002.007717275,3581809.81019556
"77",1,820551.220315226,3582688.7438446
"78",1,817085.579185441,3583507.15059745
"79",1,813606.145884979,3584264.77976874
"80",1,810113.986195567,3584961.39928986
"81",1,806610.169797135,3585596.79577997
"82",1,803095.769940173,3586170.77461141
"83",1,799571.863116975,3586683.1599693
"84",1,796039.528731908,3587133.79490539
"85",1,792499.848770774,3587522.54138616
"86",1,788953.907469393,3587849.28033505
"87",1,785402.79098149,3588113.91166899
"88",1,781847.587045995,3588316.35432901
"89",1,778289.38465386,3588456.54630512
"90",1,774729.273714492,3588534.44465523
"91",1,771168.344721902,3588550.0255184
"92",1,767607.688420681,3588503.28412206
"93",1,764048.395471888,3588394.23478352
"94",1,760491.556118979,3588222.91090558
"95",1,756938.259853848,3587989.36496627
"96",1,753389.595083111,3587693.66850283
"97",1,749846.648794716,3587335.91208974
"98",1,746310.506224988,3586916.205311
"99",1,742782.250526211,3586434.67672659
"100",1,739262.962434851,3585891.47383304
"101",1,735753.719940513,3585286.76301827
"102",1,732255.597955747,3584620.72951066
"103",1,728769.66798679,3583893.57732227
"104",1,725296.997805356,3583105.52918634
"105",1,721838.651121566,3582256.82648911
"106",1,718395.687258124,3581347.72919586
"107",1,714969.16082584,3580378.51577127
"108",1,711560.121400588,3579349.48309412
"109",1,708169.613201816,3578260.94636639
"110",1,704798.674772691,3577113.23901667
"111",1,701448.338661983,3575906.71259804
"112",1,698119.631107786,3574641.73668041
"113",1,694813.571723173,3573318.69873727
"114",1,691531.17318388,3571938.00402706
"115",1,688273.440918111,3570500.07546899
"116",1,685041.37279857,3569005.3535135
"117",1,681835.958836801,3567454.29600739
"118",1,678658.180879942,3565847.37805353
"119",1,675509.012309971,3564185.09186533
"120",1,672389.417745555,3562467.94661602
"121",1,669300.352746576,3560696.46828264
"122",1,666242.763521438,3558871.19948493
"123",1,663217.58663723,3556992.69931916
"124",1,660225.74873285,3555061.54318682
"125",1,657268.166235165,3553078.32261841
"126",1,654345.745078305,3551043.64509225
"127",1,651459.380426165,3548958.13384835
"128",1,648609.956398205,3546822.42769757
"129",1,645798.345798644,3544637.18082594
"130",1,643025.409849104,3542403.06259422
"131",1,640291.997924816,3540120.75733292
"132",1,637598.947294445,3537790.9641327
"133",1,634947.082863629,3535414.39663016
"134",1,632337.216922303,3532991.78278931
"135",1,629770.148895886,3530523.86467857
"136",1,627246.665100412,3528011.39824347
"137",1,624767.53850167,3525455.15307507
"138",1,622333.528478444,3522855.91217426
"139",1,619945.380589903,3520214.47171194
"140",1,617603.826347232,3517531.64078506
"141",1,615309.582989564,3514808.24116889
"142",1,613063.353264279,3512045.10706523
"143",1,610865.825211754,3509243.08484692
"144",1,608717.671954603,3506403.03279857
"145",1,606619.551491494,3503525.82085367
"146",1,604572.106495605,3500612.33032814
"147",1,602575.964117757,3497663.45365033
"148",1,600631.735794321,3494680.09408771
"149",1,598740.017059926,3491663.16547014
"150",1,596901.38736504,3488613.59191001
"151",1,595116.409898481,3485532.30751914
"152",1,593385.631414907,3482420.25612265
"153",1,591709.58206734,3479278.3909699
"154",1,590088.775244774,3476107.67444245
"155",1,588523.707414923,3472909.07775929
"156",1,587014.857972143,3469683.58067936
"157",1,585562.689090595,3466432.17120146
"158",1,584167.645582673,3463155.84526154
"159",1,582830.154762754,3459855.60642773
"160",1,581550.62631631,3456532.46559287
"161",1,580329.452174417,3453187.4406649
"162",1,579167.006393702,3449821.55625506
"163",1,578063.645041765,3446435.84336401
"164",1,577019.706088117,3443031.33906608
"165",1,576035.509300651,3439609.08619157
"166",1,575111.356147699,3436170.13300732
"167",1,574247.529705686,3432715.53289564
"168",1,573444.294572423,3429246.34403162
